time (ms),x_accel,y_accel,z_accel,g_measured,TimeInterval,Date
880.4482,0.370224,-2.406982,0.617584,2.512377,4015.048155,06:55.0
883.4027,0.498627,-1.069473,1.458557,1.87611,4015.0777,06:54.9
886.3575,0.461472,-2.115616,1.70076,2.753429,4015.107248,06:54.9
889.3118,1.086823,-0.288559,-0.038467,1.125135,4015.136791,06:54.9
892.2663,1.571869,0.387192,1.76413,2.394336,4015.166336,06:54.8
895.2209,0.400284,0.079437,3.026932,3.054317,4015.195882,06:54.8
898.1755,1.252151,0.775055,1.453751,2.069296,4015.225428,06:54.8
901.13,2.065308,-0.554855,1.607651,2.675425,4015.254973,06:54.8
904.0843,0.983887,-1.143967,1.657516,2.24144,4015.284516,06:54.7
907.0387,0.466415,-0.53244,0.797516,1.066334,4015.31406,06:54.7
909.9933,0.381393,-0.187271,0.917114,1.010757,4015.343606,06:54.7
912.9479,0.825104,-0.24939,0.540298,1.017307,4015.373152,06:54.6
915.9026,1.505768,-0.491104,0.471527,1.652531,4015.402699,06:54.6
918.8572,0.544662,-0.959167,1.218002,1.643225,4015.432245,06:54.6
921.8121,-0.800522,-0.7276,1.399094,1.76853,4015.461794,06:54.5
924.7669,-0.367264,-1.438049,0.994583,1.786635,4015.491342,06:54.5
927.7215,0.130539,-1.742783,1.181229,2.109415,4015.520888,06:54.5
930.6761,0.686371,-1.361298,-0.552399,1.621536,4015.550434,06:54.5
933.6302,0.32991,-1.302048,-0.910736,1.62284,4015.579975,06:54.4
936.5854,-0.527496,-0.710617,-0.557404,1.04591,4015.609527,06:54.4
939.5402,-1.031998,0.188965,0.087982,1.052838,4015.639075,06:54.4
942.4948,-1.138382,-1.236969,-0.671417,1.810195,4015.668621,06:54.3
945.4492,-0.264999,-2.108551,-0.93721,2.322622,4015.698165,06:54.3
948.4035,0.444977,-3.08667,-0.479507,3.155228,4015.727708,06:54.3
951.3557,0.182053,-2.110718,1.033768,2.357318,4015.75723,06:54.2
954.3127,0.443634,-2.152405,1.677597,2.764777,4015.7868,06:54.2
957.267,0.553024,-1.192017,1.660126,2.117252,4015.816343,06:54.2
960.2215,3.313705,3.430084,1.425751,4.97784,4015.845888,06:54.2
963.1758,-2.092117,-7.852768,-0.758911,8.162038,4015.875431,06:54.1
966.1303,1.220322,0.069977,0.800369,1.461052,4015.904976,06:54.1
969.0844,1.496445,0.653275,1.510208,2.22415,4015.934517,06:54.1
972.0387,2.157776,-1.304947,1.420853,2.894427,4015.96406,06:54.0
974.9932,0.998322,-0.657532,1.304123,1.769104,4015.993605,06:54.0
977.9478,0.428528,-0.541214,0.843597,1.090048,4016.023151,06:54.0
980.9022,0.490234,-0.486679,0.803772,1.059828,4016.052695,06:54.0
983.8566,0.971741,-0.253418,0.519882,1.130831,4016.082239,06:53.9
986.8109,0.870972,-0.488007,0.799896,1.279287,4016.111782,06:53.9
989.765,0.284912,-0.585342,1.197174,1.362728,4016.141323,06:53.9
992.7195,-0.563171,-0.840302,1.335541,1.675392,4016.170868,06:53.8
995.6737,0.028656,-1.531738,1.156097,1.919272,4016.20041,06:53.8
998.6281,0.170959,-1.590424,0.800644,1.788772,4016.229954,06:53.8
1001.5825,0.610489,-1.780853,-0.392166,1.923,4016.259498,06:53.7
1004.5375,0.416092,-1.169693,-0.672913,1.412135,4016.289048,06:53.7
1007.4921,-0.649048,-0.546448,-0.742371,1.127379,4016.318594,06:53.7
1010.447,-1.266235,0.253357,-0.203568,1.30728,4016.348143,06:53.7
1013.4015,-1.148178,-1.467392,-0.843323,2.045176,4016.377688,06:53.6
1016.3559,-0.206055,-2.172302,-0.78952,2.320495,4016.407232,06:53.6
1019.3101,0.085922,-3.054123,-0.072678,3.056196,4016.436774,06:53.6
1022.2647,0.197311,-1.991135,1.165222,2.315446,4016.46632,06:53.5
1025.2189,0.845596,-1.420044,1.396271,2.163592,4016.495862,06:53.5
1028.1734,0.407303,-1.31601,1.779938,2.250768,4016.525407,06:53.5
1031.1277,3.522537,3.958664,0.541412,5.326576,4016.55495,06:53.5
1034.0822,-1.97467,-7.758408,0.388382,8.015176,4016.584495,06:53.4
1037.0365,0.831131,0.093765,0.863434,1.202118,4016.614038,06:53.4
1039.9909,1.263672,0.793823,1.389893,2.039319,4016.643582,06:53.4
1042.9449,2.122955,-1.297501,1.443558,2.876509,4016.673122,06:53.3
1045.8991,1.096588,-0.78067,1.500626,2.015894,4016.702664,06:53.3
1048.854,0.345703,-0.356827,0.835434,0.972001,4016.732213,06:53.3
1051.8087,0.462708,-0.32843,0.875305,1.043132,4016.76176,06:53.2
1054.7629,0.838638,-0.257248,0.482986,1.001382,4016.791302,06:53.2
1057.7181,1.351364,-0.439224,0.643646,1.559931,4016.820854,06:53.2
1060.668,0.443008,-0.699829,1.281967,1.526256,4016.850353,06:53.2
1063.6226,-0.699844,-0.798676,1.498734,1.836809,4016.879899,06:53.1
1066.5773,-0.118591,-0.953201,0.953308,1.353312,4016.909446,06:53.1
1069.5319,0.010132,-2.17131,1.288986,2.525109,4016.938992,06:53.1
1072.4858,0.740677,-1.500977,-0.41153,1.723627,4016.968531,06:53.0
1075.4404,0.571198,-1.231201,-0.564926,1.470124,4016.998077,06:53.0
1078.3947,-0.396667,-0.709854,-0.729584,1.092488,4017.02762,06:53.0
1081.3493,-1.345169,0.268448,-0.140686,1.37889,4017.057166,06:52.9
1084.304,-1.051147,-1.325653,-1.004974,1.967801,4017.086713,06:52.9
1087.2585,-0.091797,-2.209198,-1.101654,2.470349,4017.116258,06:52.9
1090.2126,0.370132,-3.086761,-0.47847,3.145477,4017.145799,06:52.9
1093.1675,-0.093277,-1.888367,1.206573,2.242866,4017.175348,06:52.8
1096.1222,0.146866,-2.818436,1.918762,3.41274,4017.204895,06:52.8
1099.0768,0.798752,-0.80217,1.580902,1.944411,4017.234441,06:52.8
1102.0312,6.254669,3.627869,1.906052,7.477657,4017.263985,06:52.7
1104.9856,-5.681549,-4.02301,-0.675064,6.994306,4017.293529,06:52.7
1107.9398,1.215393,-0.157516,0.34729,1.273814,4017.323071,06:52.7
1110.8946,1.360153,0.337845,1.216766,1.855984,4017.352619,06:52.7
1113.8492,2.144241,0.13269,1.453812,2.594021,4017.382165,06:52.6
1116.8037,0.985764,-1.509354,1.301712,2.223585,4017.41171,06:52.6
1119.7582,0.551956,-0.806793,1.103424,1.474149,4017.441255,06:52.6
1122.7126,0.415131,-0.59996,1.101624,1.32131,4017.470799,06:52.5
1125.6664,1.031723,-0.349182,0.78653,1.343506,4017.500337,06:52.5
1128.6214,1.625153,-0.71608,0.470093,1.837084,4017.529887,06:52.5
1131.5758,0.444305,-0.729218,1.339294,1.588356,4017.559431,06:52.4
1134.5303,-0.619095,-0.791,1.362213,1.692508,4017.588976,06:52.4
1137.4851,-0.803558,-2.060944,1.63652,2.751617,4017.618524,06:52.4
1140.4399,0.005753,-1.193039,0.590515,1.331196,4017.648072,06:52.4
1143.3945,0.559616,-1.644516,-0.529587,1.816058,4017.677618,06:52.3
1146.3494,0.680252,-1.306366,-0.534531,1.566862,4017.707167,06:52.3
1149.3042,-0.205658,-0.617355,-0.9086,1.117576,4017.736715,06:52.3
1152.2584,-1.603256,0.38266,-0.266098,1.669631,4017.766257,06:52.2
1155.2131,-1.402283,-1.253036,-0.783875,2.03739,4017.795804,06:52.2
1158.1676,-0.361893,-2.052811,-0.902802,2.271574,4017.825349,06:52.2
1161.1222,-0.152084,-2.854736,-0.583755,2.917776,4017.854895,06:52.2
1164.0765,0.330811,-2.42305,0.908676,2.608888,4017.884438,06:52.1
1167.0312,0.400635,-1.111359,1.424561,1.850675,4017.913985,06:52.1
1169.9857,0.919739,-1.445923,1.460617,2.251669,4017.94353,06:52.1
1172.9403,2.63797,2.113007,-0.519562,3.419595,4017.973076,06:52.0
1175.8951,-0.275864,-3.934494,0.645233,3.996582,4018.002624,06:52.0
1178.8497,1.125946,-0.178589,0.38266,1.202529,4018.03217,06:52.0
1181.8043,0.890427,0.134964,1.07782,1.404553,4018.061716,06:51.9
1184.7589,2.254608,0.192657,1.290329,2.604865,4018.091262,06:51.9
1187.713,1.01503,-1.306366,1.48584,2.223645,4018.120803,06:51.9
1190.6676,0.572449,-0.436462,1.259933,1.451079,4018.150349,06:51.9
1193.6222,0.535797,-0.469162,0.931442,1.172509,4018.179895,06:51.8
1196.5768,1.051575,-0.465729,0.78775,1.39401,4018.209441,06:51.8
1199.5315,1.32663,-0.671021,0.459305,1.556013,4018.238988,06:51.8
1202.4832,0.440109,-0.793365,1.155319,1.468975,4018.268505,06:51.7
1205.4405,-0.673386,-0.824631,1.199951,1.604165,4018.298078,06:51.7
1208.395,-0.280411,-1.044067,1.014252,1.482368,4018.327623,06:51.7
1211.3496,-0.106461,-2.032349,0.92009,2.233459,4018.357169,06:51.7
1214.3043,0.730865,-1.60257,-0.409302,1.808292,4018.386716,06:51.6
1217.259,0.448181,-1.041718,-0.517883,1.246694,4018.416263,06:51.6
1220.2134,-0.610535,-0.749466,-0.704865,1.196364,4018.445807,06:51.6
1223.1681,-1.099014,0.077347,-0.276901,1.135997,4018.475354,06:51.5
1226.1223,-1.219376,-1.412857,-0.828201,2.041803,4018.504896,06:51.5
1229.0765,-0.325623,-2.33287,-0.867172,2.51004,4018.534438,06:51.5
1232.0316,0.345367,-3.228119,-0.458176,3.278712,4018.563989,06:51.4
1234.9862,0.259384,-1.894547,1.099014,2.205543,4018.593535,06:51.4
1237.9407,0.292313,-2.372543,1.848984,3.02211,4018.62308,06:51.4
1240.8949,0.904083,-1.217285,1.682495,2.264937,4018.652622,06:51.4
1243.8494,3.097656,4.378998,2.521194,5.926847,4018.682167,06:51.3
1246.8021,-2.141052,-7.254501,-0.203232,7.566584,4018.711694,06:51.3
1249.7584,1.348206,-0.113892,0.900253,1.625142,4018.741257,06:51.3
1252.7127,1.550995,0.90036,1.625092,2.420156,4018.7708,06:51.2
1255.6673,1.084351,-1.561707,1.605179,2.488241,4018.800346,06:51.2
1258.622,1.040527,-0.381454,1.504288,1.868445,4018.829893,06:51.2
1261.5765,0.924835,-0.434204,0.827362,1.314679,4018.859438,06:51.1
1264.529,0.4655,-0.645187,1.093552,1.352336,4018.888963,06:51.1
1267.4859,0.89946,-0.261581,0.611725,1.118776,4018.918532,06:51.1
1270.4405,0.784332,-0.630783,0.834824,1.307668,4018.948078,06:51.1
1273.3949,0.28511,-0.695923,1.364365,1.557911,4018.977622,06:51.0
1276.3493,-0.340851,-0.990845,1.16893,1.569825,4019.007166,06:51.0
1279.3039,-0.836594,-3.317703,1.464066,3.72163,4019.036712,06:51.0
1282.2586,0.053955,-1.077469,0.115265,1.084959,4019.066259,06:50.9
1285.2133,0.396439,-1.410568,-0.39769,1.51823,4019.095806,06:50.9
1288.168,0.259247,-1.094223,-0.626465,1.287242,4019.125353,06:50.9
1291.1227,-0.240646,-0.639923,-0.724991,0.996506,4019.1549,06:50.9
1294.0773,-1.009033,-0.207687,-0.161255,1.04273,4019.184446,06:50.8
1297.0312,-0.892349,-0.926117,-0.394852,1.345321,4019.213985,06:50.8
1299.9863,-0.622879,-1.843674,-0.857468,2.126585,4019.243536,06:50.8
1302.9405,0.091309,-2.882431,-0.388916,2.909983,4019.273078,06:50.7
1305.8948,0.026428,-2.532166,1.115494,2.767108,4019.302621,06:50.7
1308.8493,0.671051,-1.507111,1.612778,2.307107,4019.332166,06:50.7
1311.8037,0.635406,-1.32019,1.465515,2.072288,4019.36171,06:50.6
1314.7584,3.35463,2.519531,0.112167,4.196922,4019.391257,06:50.6
1317.7127,-3.232559,-7.765137,-0.253616,8.414934,4019.4208,06:50.6
1320.667,1.454529,-0.228668,0.401291,1.526099,4019.450343,06:50.6
1323.6217,1.095596,0.577682,1.269714,1.77376,4019.47989,06:50.5
1326.5764,1.944656,-0.040237,1.393341,2.392636,4019.509437,06:50.5
1329.5314,1.033524,-1.291428,1.261597,2.080284,4019.538987,06:50.5
1332.4862,0.757889,-1.068649,0.757446,1.513318,4019.568535,06:50.4
1335.4411,0.360199,-0.823593,0.939957,1.300603,4019.598084,06:50.4
1338.3958,0.58847,-0.415054,0.919601,1.168004,4019.627631,06:50.4
1341.3505,1.134354,-0.769501,0.962769,1.675056,4019.657178,06:50.4
1344.3053,0.206924,-0.481689,1.230179,1.337229,4019.686726,06:50.3
1347.2601,-0.410492,-0.54068,1.244019,1.417188,4019.716274,06:50.3
1350.215,-0.510788,-1.651688,1.658936,2.396047,4019.745823,06:50.3
1353.1701,-0.146408,-1.122787,0.518356,1.245303,4019.775374,06:50.2
1356.1246,0.136353,-1.231873,-0.177872,1.252094,4019.804919,06:50.2
1359.0795,0.256973,-1.372452,-0.364319,1.443048,4019.834468,06:50.2
1362.0342,0.240631,-1.087479,-0.754776,1.345437,4019.864015,06:50.1
1364.9888,-0.360443,-0.702362,-0.803802,1.126646,4019.893561,06:50.1
1367.943,-0.987244,0.284805,0.068451,1.029781,4019.923103,06:50.1
1370.8977,-0.941269,-1.109085,-0.789474,1.655091,4019.95265,06:50.1
1373.8527,-0.372833,-2.45932,-0.995804,2.679344,4019.9822,06:50.0
1376.8073,0.020111,-3.241608,0.166199,3.245928,4020.011746,06:50.0
1379.7619,0.465118,-2.0177,1.333511,2.462865,4020.041292,06:50.0
1382.7168,0.359192,-1.312286,1.666656,2.151478,4020.070841,06:49.9
1385.671,1.181808,-1.50029,1.622543,2.50603,4020.100383,06:49.9
1388.6261,1.920486,1.703842,0.079468,2.568591,4020.129934,06:49.9
1391.5806,0.508881,-5.08223,-0.044342,5.107836,4020.159479,06:49.8
1394.5355,1.344116,0.285675,1.405777,1.965825,4020.189028,06:49.8
1397.4902,1.310181,0.705276,1.784592,2.323522,4020.218575,06:49.8
1400.4451,0.852615,-1.23764,1.539505,2.151461,4020.248124,06:49.8
1403.3988,0.563522,-1.250565,0.949112,1.668018,4020.277661,06:49.7
1406.3536,0.761154,-0.576065,0.687485,1.176368,4020.307209,06:49.7
1409.3081,0.537933,-0.405731,0.646866,0.934037,4020.336754,06:49.7
1412.2626,0.626175,-0.256378,0.546188,0.869567,4020.366299,06:49.6
1415.2172,0.61264,-0.288956,0.682114,0.961303,4020.395845,06:49.6
1418.1715,0.065933,-0.353867,1.049637,1.109642,4020.425388,06:49.6
1421.126,-0.445099,-0.669846,1.00174,1.284635,4020.454933,06:49.6
1424.0811,-0.268341,-1.46962,1.028259,1.813589,4020.484484,06:49.5
1427.0353,0.262558,-1.289124,0.55336,1.427229,4020.514026,06:49.5
1429.9896,0.261139,-1.573196,-0.120712,1.599285,4020.543569,06:49.5
1432.9438,0.453293,-1.402359,-0.267487,1.497877,4020.573111,06:49.4
1435.8978,0.05751,-0.887131,-0.771286,1.176941,4020.602651,06:49.4
1438.8494,-0.78624,-0.045364,-0.033707,0.788268,4020.632167,06:49.4
1441.8069,-0.946884,-0.638977,-0.340302,1.191925,4020.661742,06:49.3
1444.7615,-0.367538,-1.520645,-0.809982,1.76168,4020.691288,06:49.3
1447.716,-0.195084,-2.439667,-0.678192,2.53968,4020.720833,06:49.3
1450.6704,0.227188,-2.680496,0.724152,2.78587,4020.750377,06:49.3
1453.6247,0.514984,-1.736588,1.41835,2.300579,4020.77992,06:49.2
1456.5798,0.524811,-0.931458,1.289108,1.674766,4020.809471,06:49.2
1459.5346,0.519226,-1.478851,0.802231,1.76073,4020.839019,06:49.2
1462.4893,0.872711,-0.61348,0.913483,1.404433,4020.868566,06:49.1
1465.4438,-0.369019,-0.972122,0.654785,1.228796,4020.898111,06:49.1
1468.3986,-0.494141,-1.008408,0.689789,1.317903,4020.927659,06:49.1
1471.3532,0.631912,-0.423126,0.720062,1.047301,4020.957205,06:49.1
1474.308,0.688278,-0.403336,0.749329,1.094486,4020.986753,06:49.0
1477.2629,0.547211,-0.41655,0.908035,1.13907,4021.016302,06:49.0
1480.2173,0.404892,-0.623611,0.826126,1.111446,4021.045846,06:49.0
1483.1718,0.423004,-0.560532,0.678223,0.976276,4021.075391,06:48.9
1486.1263,0.341782,-0.563751,0.560059,0.865041,4021.104936,06:48.9
1489.0811,0.250839,-0.602997,0.330704,0.732045,4021.134484,06:48.9
1492.0357,0.317825,-0.580139,0.221329,0.697539,4021.16403,06:48.8
1494.9901,0.255203,-0.587555,0.122894,0.652267,4021.193574,06:48.8
1497.9449,0.182892,-0.610794,0.087128,0.643514,4021.223122,06:48.8
1500.8997,0.149048,-0.652405,0.130219,0.681765,4021.25267,06:48.8
1503.8545,0.124832,-0.911453,0.206467,0.942846,4021.282218,06:48.7
1506.8092,0.114929,-1.216629,0.201385,1.238528,4021.311765,06:48.7
1509.7639,0.134262,-1.499069,0.333618,1.541602,4021.341312,06:48.7
1512.7185,0.008301,-1.300781,0.314331,1.338247,4021.370858,06:48.6
1515.673,-0.305847,-1.519974,0.388428,1.598355,4021.400403,06:48.6
1518.6276,-0.281647,-1.344009,0.229385,1.39223,4021.429949,06:48.6
1521.5823,-0.203552,-1.079956,-0.083206,1.102117,4021.459496,06:48.5
1524.5372,-0.296341,-0.893402,-0.091187,0.945674,4021.489045,06:48.5
1527.4918,-0.066162,-0.997665,-0.116043,1.006568,4021.518591,06:48.5
1530.4462,-0.042847,-0.884872,0.018356,0.886099,4021.548135,06:48.5
1533.4005,-0.066528,-0.993179,0.069443,0.997824,4021.577678,06:48.4
1536.3556,-0.042343,-0.95047,0.098099,0.956457,4021.607229,06:48.4
1539.3103,-0.090118,-0.971664,0.129242,0.984356,4021.636776,06:48.4
1542.265,-0.109848,-0.971802,0.143967,0.98853,4021.666323,06:48.3
1545.2194,-0.073196,-0.979599,0.125809,0.990353,4021.695867,06:48.3
1548.1742,-0.031723,-0.981842,0.123566,0.990095,4021.725415,06:48.3
1551.129,-0.086304,-0.975418,0.145004,0.989907,4021.754963,06:48.3
1554.0835,-0.11293,-0.981644,0.137787,0.997679,4021.784508,06:48.2
1557.0381,-0.081802,-0.981293,0.140793,0.994711,4021.814054,06:48.2
1559.9844,-0.08316,-0.966339,0.147797,0.981107,4021.843517,06:48.2
1562.9404,-0.076614,-0.977966,0.152344,0.992722,4021.873077,06:48.1
1565.8948,-0.076248,-0.966949,0.140854,0.980125,4021.902621,06:48.1
1568.8497,-0.059937,-0.985901,0.146133,0.998473,4021.93217,06:48.1
1571.8043,-0.073029,-0.970734,0.137192,0.983096,4021.961716,06:48.0
1574.7588,-0.053787,-0.993149,0.13121,1.003222,4021.991261,06:48.0
1577.713,-0.090439,-0.968124,0.120056,0.979723,4022.020803,06:48.0
1580.668,-0.077332,-0.990417,0.113495,0.999894,4022.050353,06:48.0
1583.6226,-0.096298,-0.980347,0.115005,0.991756,4022.079899,06:47.9
1586.5771,-0.0802,-0.978729,0.134125,0.991127,4022.109444,06:47.9
1589.5319,-0.089584,-0.970963,0.123779,0.982911,4022.138992,06:47.9
1592.4862,-0.068329,-0.966202,0.131027,0.977437,4022.168535,06:47.8
1595.4401,-0.061844,-0.968323,0.149857,0.9818,4022.198074,06:47.8
1598.3951,-0.028549,-0.980728,0.157104,0.993642,4022.227624,06:47.8
1601.3495,0.013565,-0.98761,0.150589,0.999117,4022.257168,06:47.8
1604.304,-0.063934,-0.995605,0.162109,1.010741,4022.286713,06:47.7
1607.2583,-0.088577,-0.970627,0.136887,0.984226,4022.316256,06:47.7
1610.2125,0.02951,-1.008209,0.118469,1.015575,4022.345798,06:47.7
1613.1652,-0.006912,-1.007706,0.094543,1.012155,4022.375325,06:47.6
1616.1218,-0.138443,-0.94928,0.135101,0.968788,4022.404891,06:47.6
1619.0765,-0.190948,-0.975967,0.158966,1.007097,4022.434438,06:47.6
1622.031,-0.098221,-0.978928,0.113312,0.990346,4022.463983,06:47.5
1624.9855,-0.08252,-0.964096,0.136246,0.977166,4022.493528,06:47.5
1627.9404,-0.117325,-0.965073,0.136215,0.981675,4022.523077,06:47.5
1630.8935,-0.099442,-0.986481,0.082932,0.994942,4022.552608,06:47.5
1633.85,-0.114792,-0.962952,0.097076,0.974616,4022.582173,06:47.4
1636.8051,-0.093033,-0.997269,0.107971,1.007401,4022.611724,06:47.4
1639.76,-0.034286,-0.974091,0.165665,0.988672,4022.641273,06:47.4
1642.7147,-0.110046,-0.959274,0.200394,0.986141,4022.67082,06:47.3
1645.6694,-0.090576,-0.971756,0.171112,0.990855,4022.700367,06:47.3
1648.6241,0.123474,-1.057678,0.117935,1.071372,4022.729914,06:47.3
1651.5787,-0.018936,-0.989655,0.115997,0.996609,4022.75946,06:47.2
1654.5334,-0.413101,-0.929413,-0.057327,1.018699,4022.789007,06:47.2
1657.4882,-0.481583,-0.85611,-0.194412,1.00132,4022.818555,06:47.2
1660.4428,-0.202164,-0.948624,-0.068939,0.972373,4022.848101,06:47.2
1663.3978,-0.10199,-0.958344,0.060333,0.965642,4022.877651,06:47.1
1666.3524,0.03479,-1.021255,0.152863,1.033218,4022.907197,06:47.1
1669.3071,0.02037,-1.00296,0.196381,1.022208,4022.936744,06:47.1
1672.2618,0.010422,-1.019485,0.223892,1.043833,4022.966291,06:47.0
1675.2165,-0.021057,-0.980194,0.186905,0.998077,4022.995838,06:47.0
1678.1714,-0.018967,-0.98967,0.188843,1.007704,4023.025387,06:47.0
1681.126,0.009293,-0.988907,0.163635,1.002397,4023.054933,06:47.0
1684.0809,-0.096634,-1.003616,0.14444,1.018551,4023.084482,06:46.9
1687.0356,-0.174667,-0.999985,0.182816,1.031455,4023.114029,06:46.9
1689.9903,-0.12883,-0.948883,0.08403,0.961269,4023.143576,06:46.9
1692.9451,-0.032745,-1.008209,0.100342,1.013719,4023.173124,06:46.8
1695.8998,-0.036148,-0.947968,0.107422,0.954719,4023.202671,06:46.8
1698.8546,-0.042053,-0.959396,0.078522,0.963522,4023.232219,06:46.8
1701.8094,-0.160828,-0.985077,0.054977,0.999632,4023.261767,06:46.7
1704.7643,-0.088318,-0.978287,0.0271,0.982639,4023.291316,06:46.7
1707.7192,-0.070984,-0.981232,0.014481,0.983902,4023.320865,06:46.7
1710.6739,-0.012283,-0.985168,0.024704,0.985555,4023.350412,06:46.7
1713.6287,-0.030075,-1.00177,0.082855,1.00564,4023.37996,06:46.6
1716.5836,-0.035522,-0.979721,0.067123,0.98266,4023.409509,06:46.6
1719.5383,-0.047592,-1.007812,0.070679,1.011408,4023.439056,06:46.6
1722.4932,-0.051025,-0.993423,0.016037,0.994862,4023.468605,06:46.5
1725.448,-0.00679,-0.978912,0.009705,0.978984,4023.498153,06:46.5
1728.4029,-0.033615,-0.993942,0.021454,0.994742,4023.527702,06:46.5
1731.3577,-0.058914,-1.00267,-0.000031,1.0044,4023.55725,06:46.5
1734.3125,-0.047882,-0.980698,-0.009796,0.981915,4023.586798,06:46.4
1737.2674,-0.077469,-0.988937,0.040497,0.992793,4023.616347,06:46.4
1740.2221,-0.118607,-0.976746,-0.017105,0.984069,4023.645894,06:46.4
1743.1768,-0.089081,-0.981781,-0.01033,0.985868,4023.675441,06:46.3
1746.1315,-0.045563,-0.993713,0.016327,0.994891,4023.704988,06:46.3
1749.0863,-0.071518,-0.989822,-0.007462,0.992431,4023.734536,06:46.3
1752.0403,-0.06369,-0.981552,-0.000107,0.983616,4023.764076,06:46.2
